"Numeración","Puesto Institucional ","Régimen laboral al que pertenece ","Número de partida presupuestaria","Grado jerárquico o escala al que pertenece el puesto","Remuneración mensual unificada","Remuneración unificada (anual)","Décimo Tercera Remuneración","Décima Cuarta Remuneración","Horas suplementarias y extraordinarias","Encargos y subrogaciones","Total ingresos adicionales","","","","","","","","","","","",""
"940","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","58.06","35.42","135.72","0","229.2","","","","","","","","","","","",""
"941","INGENIERO CIVIL","LOSEP","3.06.01.001.001.7.1.01.05","Servidor Público 6","1412","18192.08","117.67","35.42","0","0","153.09","","","","","","","","","","","",""
"942","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","4.01.01.001.004.5.1.01.05","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"943","PSICOREHABILITADORA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"944","OFICINISTA","LOSEP-SOC","4.05.01.001.001.7.1.05.10","Servidor Público de Apoyo 3","675","1687.5","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"945","ANALISTA DE REGISTRO Y CONTROL DE INVENTARIOS (E)","LOSEP","3.03.01.001.001.7.1.01.05","","873","10711.2","72.75","35.42","0","0","108.17","","","","","","","","","","","",""
"946","INGENIERO CIVIL 1","LOSEP","3.06.01.001.001.7.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"947","CONTROLADOR DE MERCADOS Y ABASTOS","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"948","COORDINADOR DE RELACIONES PUBLICAS Y EVENTOS","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 5","1212","9910","101","35.42","0","0","136.42","","","","","","","","","","","",""
"949","CHOFER DE VEHICULOS PESADOS","CODIGO DE TRABAJO","3.03.02.001.001.7.1.01.06","","637","7644","67","35.42","166.95","0","269.37","","","","","","","","","","","",""
"950","AUXILIAR ADMINISTRATIVO DE SALUD","CODIGO DE TRABAJO","2.03.01.011.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"951","SARGENTO","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"952","COORDINADOR TECNICO","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 6","1412","10307.6","117.67","35.42","0","0","153.09","","","","","","","","","","","",""
"953","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"954","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"955","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"956","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"957","PROMOTOR SOCIAL","LOSEP","3.01.05.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"958","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","55.53","35.42","105.3","0","196.25","","","","","","","","","","","",""
"959","OPERADOR DE EXCAVADORA","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","738","8856","65.86","35.42","52.36","0","153.64","","","","","","","","","","","",""
"960","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","58.45","35.42","140.4","0","234.27","","","","","","","","","","","",""
"961","JORNALERO","CODIGO DE TRABAJO","1.01.02.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"962","JORNALERO","CODIGO DE TRABAJO","1.01.02.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"963","PEON","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","52.99","35.42","74.88","0","163.29","","","","","","","","","","","",""
"964","INSTRUCTOR DE ARTES ESCENICAS","LOSEP","4.05.01.004.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"965","INSPECTOR","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"966","AUXILIAR DE SERVICIOS","CODIGO DE TRABAJO","2.03.01.014.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"967","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"968","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"969","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"970","JORNALERO","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"971","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP-SOC","2.01.01.001.001.7.1.05.10","Servidor Público 1","817","9667.83","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"972","MÚSICO DE BANDA MUNICIPAL","CODIGO DE TRABAJO","2.01.02.001.001.7.1.01.06","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"973","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"974","AYUDANTE DE SERVICIOS ADMINISTRATIVOS","CODIGO DE TRABAJO","3.06.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"975","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP-SOC","4.01.01.001.004.5.1.05.10","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"976","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"977","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"978","CHOFER DE VEHICULOS PESADOS","CODIGO DE TRABAJO","3.06.02.001.001.7.1.01.06","","614","7368","51.17","35.42","0","0","86.59","","","","","","","","","","","",""
"979","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"980","SECRETARIO","LOSEP","3.06.01.001.001.5.1.01.05","Servidor Público 1","817","7777.87","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"981","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"982","CHOFER DE VEHICULO LIVIANO","CODIGO DE TRABAJO","3.06.02.001.001.7.1.01.06","","596","7152","73.02","35.42","280.24","0","388.68","","","","","","","","","","","",""
"983","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"984","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"985","COMISARIA DE HIGIENE","LOSEP","1.03.02.001.001.5.1.01.05","Servidor Público 4","1086","13032","90.5","35.42","0","0","125.92","","","","","","","","","","","",""
"986","CHOFER","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","596","7152","59.59","35.42","119.04","0","214.05","","","","","","","","","","","",""
"987","CHOFER DE VEHICULOS LIVIANOS","CODIGO DE TRABAJO","3.06.02.004.006.7.1.01.06","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"988","AUXILIAR DE ENFERMERÍA","LOSEP","3.07.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"989","JORNALERO","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"990","INSPECTOR","LOSEP","4.01.03.001.001.7.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"991","SUPERVISOR DE FOTOMULTAS","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"992","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"993","ASISTENTE DOCUMENTAL","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"994","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"995","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"996","AYUDANTE DE SERVICIOS ADMINISTRATIVOS","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","2524.5","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"997","JORNALERO","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"998","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","53.38","35.42","79.56","0","168.36","","","","","","","","","","","",""
"999","INGENIERO CIVIL 1","LOSEP","3.06.01.001.001.7.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"1000","BARREDORA","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1001","INSPECTOR","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1002","INGENIERO CIVIL","LOSEP","3.03.01.001.001.7.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"1003","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1004","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","61.18","35.42","173.16","0","269.76","","","","","","","","","","","",""
"1005","MEDICO RESIDENTE","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 6","1412","16944","117.67","35.42","0","0","153.09","","","","","","","","","","","",""
"1006","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1007","JORNALERA","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","60.79","35.42","168.48","0","264.69","","","","","","","","","","","",""
"1008","JORNALERO","CODIGO DE TRABAJO","3.06.02.004.004.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1009","INSPECTOR-NOTIFICADOR","CODIGO DE TRABAJO","4.01.05.001.001.7.1.01.06","","561","6414.1","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1010","INSPECTOR-NOTIFICADOR","CODIGO DE TRABAJO","3.03.01.001.001.6.1.01.06","","561","6732","49.65","35.42","34.82","0","119.89","","","","","","","","","","","",""
"1011","AYUDANTE DE SERVICIOS ADMINISTRATIVOS","CODIGO DE TRABAJO","2.01.01.001.001.5.1.01.06","","561","6732","58.16","35.42","136.89","0","230.47","","","","","","","","","","","",""
"1012","CHOFER","CODIGO DE TRABAJO","3.01.01.001.001.5.1.01.05","","596","7152","55.87","35.42","74.4","0","165.69","","","","","","","","","","","",""
"1013","RECAUDADORA","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1014","RECAUDADOR DE PARQUEADERO Y/O ESTACIONAMIENTO","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","561","6732","49.87","35.42","37.44","0","122.73","","","","","","","","","","","",""
"1015","INGENIERO CIVIL 1","LOSEP","3.03.01.001.001.6.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"1016","JORNALERO","CODIGO DE TRABAJO","3.07.01.002.002.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1017","MÚSICO DE BANDA MUNICIPAL","CODIGO DE TRABAJO","2.01.02.001.001.7.1.01.06","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"1018","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1019","INSPECTOR NOTIFICADOR","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1020","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","3160.3","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1021","AUXILIAR DE SERVICIOS","CODIGO DE TRABAJO","2.03.01.015.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1022","AUXILIAR DE SUPERVISIÓN","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1023","INSPECTOR","LOSEP","3.04.03.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1024","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1025","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1026","AUXILIAR DE SERVICIOS","CODIGO DE TRABAJO","2.03.01.027.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1027","INSPECTOR","LOSEP","2.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1028","SECRETARIA","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"1029","LABORATORISTA","LOSEP","2.03.01.010.001.7.1.01.05","Servidor Público 4","1086","13032","90.5","35.42","0","0","125.92","","","","","","","","","","","",""
"1030","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP-SOC","1.03.01.001.001.5.1.05.10","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"1031","COORDINADOR DE CUADRILLAS","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 2","901","10812","86.83","35.42","141","0","263.25","","","","","","","","","","","",""
"1032","OFICINISTA","LOSEP","3.06.01.001.001.7.1.01.05","Servidor Público de Apoyo 2","622","8263.5","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"1033","ANALISTA DE REVISIÓN TÉCNICA VEHICULAR","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1034","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1035","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1036","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1037","BIBLIOTECARIA 1","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"1038","SECRETARIA","LOSEP","3.02.01.001.001.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"1039","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1040","SUBTENIENTE","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público 2","901","16237","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"1041","INSPECTOR","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1042","ASISTENTE ADMINISTRATIVO DEL TERMINAL TERRESTRE 3","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1043","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"1044","JEFE DE AVALUOS Y CATASTROS","LOSEP","3.04.04.001.001.5.1.01.05","Servidor Público 7","1676","12514.13","139.67","35.42","0","0","175.09","","","","","","","","","","","",""
"1045","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1046","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"1047","COMUNICADOR SOCIAL","LOSEP","1.08.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1048","INSPECTOR","LOSEP","4.01.05.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"1049","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","59.23","35.42","149.76","0","244.41","","","","","","","","","","","",""
